Skateboard Sprite Map Metadata
==============================

Grid size: 118x118
Sprite dimensions: 64x64 pixels
Total sprites: 13824
Rotation increment: 15 degrees

Sprite positions (x_y_z -> row,column):
150.0_300.0_330.0 -> 53,8
150.0_300.0_345.0 -> 53,9
150.0_315.0_0.0 -> 53,10
150.0_315.0_15.0 -> 53,11
150.0_315.0_30.0 -> 53,12
150.0_315.0_45.0 -> 53,13
150.0_315.0_60.0 -> 53,14
150.0_315.0_75.0 -> 53,15
150.0_315.0_90.0 -> 53,16
150.0_315.0_105.0 -> 53,17
150.0_315.0_120.0 -> 53,18
150.0_315.0_135.0 -> 53,19
150.0_315.0_150.0 -> 53,20
150.0_315.0_165.0 -> 53,21
150.0_315.0_180.0 -> 53,22
150.0_315.0_195.0 -> 53,23
150.0_315.0_210.0 -> 53,24
150.0_315.0_225.0 -> 53,25
150.0_315.0_240.0 -> 53,26
150.0_315.0_255.0 -> 53,27
150.0_315.0_270.0 -> 53,28
150.0_315.0_285.0 -> 53,29
150.0_315.0_300.0 -> 53,30
150.0_315.0_315.0 -> 53,31
150.0_315.0_330.0 -> 53,32
150.0_315.0_345.0 -> 53,33
150.0_330.0_0.0 -> 53,34
150.0_330.0_15.0 -> 53,35
150.0_330.0_30.0 -> 53,36
150.0_330.0_45.0 -> 53,37
150.0_330.0_60.0 -> 53,38
150.0_330.0_75.0 -> 53,39
150.0_330.0_90.0 -> 53,40
150.0_330.0_105.0 -> 53,41
150.0_330.0_120.0 -> 53,42
150.0_330.0_135.0 -> 53,43
150.0_330.0_150.0 -> 53,44
150.0_330.0_165.0 -> 53,45
150.0_330.0_180.0 -> 53,46
150.0_330.0_195.0 -> 53,47
150.0_330.0_210.0 -> 53,48
150.0_330.0_225.0 -> 53,49
150.0_330.0_240.0 -> 53,50
150.0_330.0_255.0 -> 53,51
150.0_330.0_270.0 -> 53,52
150.0_330.0_285.0 -> 53,53
150.0_330.0_300.0 -> 53,54
150.0_330.0_315.0 -> 53,55
150.0_330.0_330.0 -> 53,56
150.0_330.0_345.0 -> 53,57
150.0_345.0_0.0 -> 53,58
150.0_345.0_15.0 -> 53,59
150.0_345.0_30.0 -> 53,60
150.0_345.0_45.0 -> 53,61
150.0_345.0_60.0 -> 53,62
150.0_345.0_75.0 -> 53,63
150.0_345.0_90.0 -> 53,64
150.0_345.0_105.0 -> 53,65
150.0_345.0_120.0 -> 53,66
150.0_345.0_135.0 -> 53,67
150.0_345.0_150.0 -> 53,68
150.0_345.0_165.0 -> 53,69
150.0_345.0_180.0 -> 53,70
150.0_345.0_195.0 -> 53,71
150.0_345.0_210.0 -> 53,72
150.0_345.0_225.0 -> 53,73
150.0_345.0_240.0 -> 53,74
150.0_345.0_255.0 -> 53,75
150.0_345.0_270.0 -> 53,76
150.0_345.0_285.0 -> 53,77
150.0_345.0_300.0 -> 53,78
150.0_345.0_315.0 -> 53,79
150.0_345.0_330.0 -> 53,80
150.0_345.0_345.0 -> 53,81
165.0_0.0_0.0 -> 53,82
165.0_0.0_15.0 -> 53,83
165.0_0.0_30.0 -> 53,84
165.0_0.0_45.0 -> 53,85
165.0_0.0_60.0 -> 53,86
165.0_0.0_75.0 -> 53,87
165.0_0.0_90.0 -> 53,88
165.0_0.0_105.0 -> 53,89
165.0_0.0_120.0 -> 53,90
165.0_0.0_135.0 -> 53,91
165.0_0.0_150.0 -> 53,92
165.0_0.0_165.0 -> 53,93
165.0_0.0_180.0 -> 53,94
165.0_0.0_195.0 -> 53,95
165.0_0.0_210.0 -> 53,96
165.0_0.0_225.0 -> 53,97
165.0_0.0_240.0 -> 53,98
165.0_0.0_255.0 -> 53,99
165.0_0.0_270.0 -> 53,100
165.0_0.0_285.0 -> 53,101
165.0_0.0_300.0 -> 53,102
165.0_0.0_315.0 -> 53,103
165.0_0.0_330.0 -> 53,104
165.0_0.0_345.0 -> 53,105
165.0_15.0_0.0 -> 53,106
165.0_15.0_15.0 -> 53,107
165.0_15.0_30.0 -> 53,108
165.0_15.0_45.0 -> 53,109
165.0_15.0_60.0 -> 53,110
165.0_15.0_75.0 -> 53,111
165.0_15.0_90.0 -> 53,112
165.0_15.0_105.0 -> 53,113
165.0_15.0_120.0 -> 53,114
165.0_15.0_135.0 -> 53,115
165.0_15.0_150.0 -> 53,116
165.0_15.0_165.0 -> 53,117
165.0_15.0_180.0 -> 54,0
165.0_15.0_195.0 -> 54,1
165.0_15.0_210.0 -> 54,2
165.0_15.0_225.0 -> 54,3
165.0_15.0_240.0 -> 54,4
165.0_15.0_255.0 -> 54,5
165.0_15.0_270.0 -> 54,6
165.0_15.0_285.0 -> 54,7
165.0_15.0_300.0 -> 54,8
165.0_15.0_315.0 -> 54,9
165.0_15.0_330.0 -> 54,10
165.0_15.0_345.0 -> 54,11
165.0_30.0_0.0 -> 54,12
165.0_30.0_15.0 -> 54,13
165.0_30.0_30.0 -> 54,14
165.0_30.0_45.0 -> 54,15
165.0_30.0_60.0 -> 54,16
165.0_30.0_75.0 -> 54,17
165.0_30.0_90.0 -> 54,18
165.0_30.0_105.0 -> 54,19
165.0_30.0_120.0 -> 54,20
165.0_30.0_135.0 -> 54,21
165.0_30.0_150.0 -> 54,22
165.0_30.0_165.0 -> 54,23
165.0_30.0_180.0 -> 54,24
165.0_30.0_195.0 -> 54,25
165.0_30.0_210.0 -> 54,26
165.0_30.0_225.0 -> 54,27
165.0_30.0_240.0 -> 54,28
165.0_30.0_255.0 -> 54,29
165.0_30.0_270.0 -> 54,30
165.0_30.0_285.0 -> 54,31
165.0_30.0_300.0 -> 54,32
165.0_30.0_315.0 -> 54,33
165.0_30.0_330.0 -> 54,34
165.0_30.0_345.0 -> 54,35
165.0_45.0_0.0 -> 54,36
165.0_45.0_15.0 -> 54,37
165.0_45.0_30.0 -> 54,38
165.0_45.0_45.0 -> 54,39
165.0_45.0_60.0 -> 54,40
165.0_45.0_75.0 -> 54,41
165.0_45.0_90.0 -> 54,42
165.0_45.0_105.0 -> 54,43
165.0_45.0_120.0 -> 54,44
165.0_45.0_135.0 -> 54,45
165.0_45.0_150.0 -> 54,46
165.0_45.0_165.0 -> 54,47
165.0_45.0_180.0 -> 54,48
165.0_45.0_195.0 -> 54,49
165.0_45.0_210.0 -> 54,50
165.0_45.0_225.0 -> 54,51
165.0_45.0_240.0 -> 54,52
165.0_45.0_255.0 -> 54,53
165.0_45.0_270.0 -> 54,54
165.0_45.0_285.0 -> 54,55
165.0_45.0_300.0 -> 54,56
165.0_45.0_315.0 -> 54,57
165.0_45.0_330.0 -> 54,58
165.0_45.0_345.0 -> 54,59
165.0_60.0_0.0 -> 54,60
165.0_60.0_15.0 -> 54,61
165.0_60.0_30.0 -> 54,62
165.0_60.0_45.0 -> 54,63
165.0_60.0_60.0 -> 54,64
165.0_60.0_75.0 -> 54,65
165.0_60.0_90.0 -> 54,66
165.0_60.0_105.0 -> 54,67
165.0_60.0_120.0 -> 54,68
165.0_60.0_135.0 -> 54,69
165.0_60.0_150.0 -> 54,70
165.0_60.0_165.0 -> 54,71
165.0_60.0_180.0 -> 54,72
165.0_60.0_195.0 -> 54,73
165.0_60.0_210.0 -> 54,74
165.0_60.0_225.0 -> 54,75
165.0_60.0_240.0 -> 54,76
165.0_60.0_255.0 -> 54,77
165.0_60.0_270.0 -> 54,78
165.0_60.0_285.0 -> 54,79
165.0_60.0_300.0 -> 54,80
165.0_60.0_315.0 -> 54,81
165.0_60.0_330.0 -> 54,82
165.0_60.0_345.0 -> 54,83
165.0_75.0_0.0 -> 54,84
165.0_75.0_15.0 -> 54,85
165.0_75.0_30.0 -> 54,86
165.0_75.0_45.0 -> 54,87
165.0_75.0_60.0 -> 54,88
165.0_75.0_75.0 -> 54,89
165.0_75.0_90.0 -> 54,90
165.0_75.0_105.0 -> 54,91
165.0_75.0_120.0 -> 54,92
165.0_75.0_135.0 -> 54,93
165.0_75.0_150.0 -> 54,94
165.0_75.0_165.0 -> 54,95
165.0_75.0_180.0 -> 54,96
165.0_75.0_195.0 -> 54,97
165.0_75.0_210.0 -> 54,98
165.0_75.0_225.0 -> 54,99
165.0_75.0_240.0 -> 54,100
165.0_75.0_255.0 -> 54,101
165.0_75.0_270.0 -> 54,102
165.0_75.0_285.0 -> 54,103
165.0_75.0_300.0 -> 54,104
165.0_75.0_315.0 -> 54,105
165.0_75.0_330.0 -> 54,106
165.0_75.0_345.0 -> 54,107
165.0_90.0_0.0 -> 54,108
165.0_90.0_15.0 -> 54,109
165.0_90.0_30.0 -> 54,110
165.0_90.0_45.0 -> 54,111
165.0_90.0_60.0 -> 54,112
165.0_90.0_75.0 -> 54,113
165.0_90.0_90.0 -> 54,114
165.0_90.0_105.0 -> 54,115
165.0_90.0_120.0 -> 54,116
165.0_90.0_135.0 -> 54,117
165.0_90.0_150.0 -> 55,0
165.0_90.0_165.0 -> 55,1
165.0_90.0_180.0 -> 55,2
165.0_90.0_195.0 -> 55,3
165.0_90.0_210.0 -> 55,4
165.0_90.0_225.0 -> 55,5
165.0_90.0_240.0 -> 55,6
165.0_90.0_255.0 -> 55,7
165.0_90.0_270.0 -> 55,8
165.0_90.0_285.0 -> 55,9
165.0_90.0_300.0 -> 55,10
165.0_90.0_315.0 -> 55,11
165.0_90.0_330.0 -> 55,12
165.0_90.0_345.0 -> 55,13
165.0_105.0_0.0 -> 55,14
165.0_105.0_15.0 -> 55,15
165.0_105.0_30.0 -> 55,16
165.0_105.0_45.0 -> 55,17
165.0_105.0_60.0 -> 55,18
165.0_105.0_75.0 -> 55,19
165.0_105.0_90.0 -> 55,20
165.0_105.0_105.0 -> 55,21
165.0_105.0_120.0 -> 55,22
165.0_105.0_135.0 -> 55,23
165.0_105.0_150.0 -> 55,24
165.0_105.0_165.0 -> 55,25
165.0_105.0_180.0 -> 55,26
165.0_105.0_195.0 -> 55,27
165.0_105.0_210.0 -> 55,28
165.0_105.0_225.0 -> 55,29
165.0_105.0_240.0 -> 55,30
165.0_105.0_255.0 -> 55,31
165.0_105.0_270.0 -> 55,32
165.0_105.0_285.0 -> 55,33
165.0_105.0_300.0 -> 55,34
165.0_105.0_315.0 -> 55,35
165.0_105.0_330.0 -> 55,36
165.0_105.0_345.0 -> 55,37
165.0_120.0_0.0 -> 55,38
165.0_120.0_15.0 -> 55,39
165.0_120.0_30.0 -> 55,40
165.0_120.0_45.0 -> 55,41
165.0_120.0_60.0 -> 55,42
165.0_120.0_75.0 -> 55,43
165.0_120.0_90.0 -> 55,44
165.0_120.0_105.0 -> 55,45
165.0_120.0_120.0 -> 55,46
165.0_120.0_135.0 -> 55,47
165.0_120.0_150.0 -> 55,48
165.0_120.0_165.0 -> 55,49
165.0_120.0_180.0 -> 55,50
165.0_120.0_195.0 -> 55,51
165.0_120.0_210.0 -> 55,52
165.0_120.0_225.0 -> 55,53
165.0_120.0_240.0 -> 55,54
165.0_120.0_255.0 -> 55,55
165.0_120.0_270.0 -> 55,56
165.0_120.0_285.0 -> 55,57
165.0_120.0_300.0 -> 55,58
165.0_120.0_315.0 -> 55,59
165.0_120.0_330.0 -> 55,60
165.0_120.0_345.0 -> 55,61
165.0_135.0_0.0 -> 55,62
165.0_135.0_15.0 -> 55,63
165.0_135.0_30.0 -> 55,64
165.0_135.0_45.0 -> 55,65
165.0_135.0_60.0 -> 55,66
165.0_135.0_75.0 -> 55,67
165.0_135.0_90.0 -> 55,68
165.0_135.0_105.0 -> 55,69
165.0_135.0_120.0 -> 55,70
165.0_135.0_135.0 -> 55,71
165.0_135.0_150.0 -> 55,72
165.0_135.0_165.0 -> 55,73
165.0_135.0_180.0 -> 55,74
165.0_135.0_195.0 -> 55,75
165.0_135.0_210.0 -> 55,76
165.0_135.0_225.0 -> 55,77
165.0_135.0_240.0 -> 55,78
165.0_135.0_255.0 -> 55,79
165.0_135.0_270.0 -> 55,80
165.0_135.0_285.0 -> 55,81
165.0_135.0_300.0 -> 55,82
165.0_135.0_315.0 -> 55,83
165.0_135.0_330.0 -> 55,84
165.0_135.0_345.0 -> 55,85
165.0_150.0_0.0 -> 55,86
165.0_150.0_15.0 -> 55,87
165.0_150.0_30.0 -> 55,88
165.0_150.0_45.0 -> 55,89
165.0_150.0_60.0 -> 55,90
165.0_150.0_75.0 -> 55,91
165.0_150.0_90.0 -> 55,92
165.0_150.0_105.0 -> 55,93
165.0_150.0_120.0 -> 55,94
165.0_150.0_135.0 -> 55,95
165.0_150.0_150.0 -> 55,96
165.0_150.0_165.0 -> 55,97
165.0_150.0_180.0 -> 55,98
165.0_150.0_195.0 -> 55,99
165.0_150.0_210.0 -> 55,100
165.0_150.0_225.0 -> 55,101
165.0_150.0_240.0 -> 55,102
165.0_150.0_255.0 -> 55,103
165.0_150.0_270.0 -> 55,104
165.0_150.0_285.0 -> 55,105
165.0_150.0_300.0 -> 55,106
165.0_150.0_315.0 -> 55,107
165.0_150.0_330.0 -> 55,108
165.0_150.0_345.0 -> 55,109
165.0_165.0_0.0 -> 55,110
165.0_165.0_15.0 -> 55,111
165.0_165.0_30.0 -> 55,112
165.0_165.0_45.0 -> 55,113
165.0_165.0_60.0 -> 55,114
165.0_165.0_75.0 -> 55,115
165.0_165.0_90.0 -> 55,116
165.0_165.0_105.0 -> 55,117
165.0_165.0_120.0 -> 56,0
165.0_165.0_135.0 -> 56,1
165.0_165.0_150.0 -> 56,2
165.0_165.0_165.0 -> 56,3
165.0_165.0_180.0 -> 56,4
165.0_165.0_195.0 -> 56,5
165.0_165.0_210.0 -> 56,6
165.0_165.0_225.0 -> 56,7
165.0_165.0_240.0 -> 56,8
165.0_165.0_255.0 -> 56,9
165.0_165.0_270.0 -> 56,10
165.0_165.0_285.0 -> 56,11
165.0_165.0_300.0 -> 56,12
165.0_165.0_315.0 -> 56,13
165.0_165.0_330.0 -> 56,14
165.0_165.0_345.0 -> 56,15
165.0_180.0_0.0 -> 56,16
165.0_180.0_15.0 -> 56,17
165.0_180.0_30.0 -> 56,18
165.0_180.0_45.0 -> 56,19
165.0_180.0_60.0 -> 56,20
165.0_180.0_75.0 -> 56,21
165.0_180.0_90.0 -> 56,22
165.0_180.0_105.0 -> 56,23
165.0_180.0_120.0 -> 56,24
165.0_180.0_135.0 -> 56,25
165.0_180.0_150.0 -> 56,26
165.0_180.0_165.0 -> 56,27
165.0_180.0_180.0 -> 56,28
165.0_180.0_195.0 -> 56,29
165.0_180.0_210.0 -> 56,30
165.0_180.0_225.0 -> 56,31
165.0_180.0_240.0 -> 56,32
165.0_180.0_255.0 -> 56,33
165.0_180.0_270.0 -> 56,34
165.0_180.0_285.0 -> 56,35
165.0_180.0_300.0 -> 56,36
165.0_180.0_315.0 -> 56,37
165.0_180.0_330.0 -> 56,38
165.0_180.0_345.0 -> 56,39
165.0_195.0_0.0 -> 56,40
165.0_195.0_15.0 -> 56,41
165.0_195.0_30.0 -> 56,42
165.0_195.0_45.0 -> 56,43
165.0_195.0_60.0 -> 56,44
165.0_195.0_75.0 -> 56,45
165.0_195.0_90.0 -> 56,46
165.0_195.0_105.0 -> 56,47
165.0_195.0_120.0 -> 56,48
165.0_195.0_135.0 -> 56,49
165.0_195.0_150.0 -> 56,50
165.0_195.0_165.0 -> 56,51
165.0_195.0_180.0 -> 56,52
165.0_195.0_195.0 -> 56,53
165.0_195.0_210.0 -> 56,54
165.0_195.0_225.0 -> 56,55
165.0_195.0_240.0 -> 56,56
165.0_195.0_255.0 -> 56,57
165.0_195.0_270.0 -> 56,58
165.0_195.0_285.0 -> 56,59
165.0_195.0_300.0 -> 56,60
165.0_195.0_315.0 -> 56,61
165.0_195.0_330.0 -> 56,62
165.0_195.0_345.0 -> 56,63
165.0_210.0_0.0 -> 56,64
165.0_210.0_15.0 -> 56,65
165.0_210.0_30.0 -> 56,66
165.0_210.0_45.0 -> 56,67
165.0_210.0_60.0 -> 56,68
165.0_210.0_75.0 -> 56,69
165.0_210.0_90.0 -> 56,70
165.0_210.0_105.0 -> 56,71
165.0_210.0_120.0 -> 56,72
165.0_210.0_135.0 -> 56,73
165.0_210.0_150.0 -> 56,74
165.0_210.0_165.0 -> 56,75
165.0_210.0_180.0 -> 56,76
165.0_210.0_195.0 -> 56,77
165.0_210.0_210.0 -> 56,78
165.0_210.0_225.0 -> 56,79
165.0_210.0_240.0 -> 56,80
165.0_210.0_255.0 -> 56,81
165.0_210.0_270.0 -> 56,82
165.0_210.0_285.0 -> 56,83
165.0_210.0_300.0 -> 56,84
165.0_210.0_315.0 -> 56,85
165.0_210.0_330.0 -> 56,86
165.0_210.0_345.0 -> 56,87
165.0_225.0_0.0 -> 56,88
165.0_225.0_15.0 -> 56,89
165.0_225.0_30.0 -> 56,90
165.0_225.0_45.0 -> 56,91
165.0_225.0_60.0 -> 56,92
165.0_225.0_75.0 -> 56,93
165.0_225.0_90.0 -> 56,94
165.0_225.0_105.0 -> 56,95
165.0_225.0_120.0 -> 56,96
165.0_225.0_135.0 -> 56,97
165.0_225.0_150.0 -> 56,98
165.0_225.0_165.0 -> 56,99
165.0_225.0_180.0 -> 56,100
165.0_225.0_195.0 -> 56,101
165.0_225.0_210.0 -> 56,102
165.0_225.0_225.0 -> 56,103
165.0_225.0_240.0 -> 56,104
165.0_225.0_255.0 -> 56,105
165.0_225.0_270.0 -> 56,106
165.0_225.0_285.0 -> 56,107
165.0_225.0_300.0 -> 56,108
165.0_225.0_315.0 -> 56,109
165.0_225.0_330.0 -> 56,110
165.0_225.0_345.0 -> 56,111
165.0_240.0_0.0 -> 56,112
165.0_240.0_15.0 -> 56,113
165.0_240.0_30.0 -> 56,114
165.0_240.0_45.0 -> 56,115
165.0_240.0_60.0 -> 56,116
165.0_240.0_75.0 -> 56,117
165.0_240.0_90.0 -> 57,0
165.0_240.0_105.0 -> 57,1
165.0_240.0_120.0 -> 57,2
165.0_240.0_135.0 -> 57,3
165.0_240.0_150.0 -> 57,4
165.0_240.0_165.0 -> 57,5
165.0_240.0_180.0 -> 57,6
165.0_240.0_195.0 -> 57,7
165.0_240.0_210.0 -> 57,8
165.0_240.0_225.0 -> 57,9
165.0_240.0_240.0 -> 57,10
165.0_240.0_255.0 -> 57,11
165.0_240.0_270.0 -> 57,12
165.0_240.0_285.0 -> 57,13
165.0_240.0_300.0 -> 57,14
165.0_240.0_315.0 -> 57,15
165.0_240.0_330.0 -> 57,16
165.0_240.0_345.0 -> 57,17
165.0_255.0_0.0 -> 57,18
165.0_255.0_15.0 -> 57,19
165.0_255.0_30.0 -> 57,20
165.0_255.0_45.0 -> 57,21
165.0_255.0_60.0 -> 57,22
165.0_255.0_75.0 -> 57,23
165.0_255.0_90.0 -> 57,24
165.0_255.0_105.0 -> 57,25
165.0_255.0_120.0 -> 57,26
165.0_255.0_135.0 -> 57,27
165.0_255.0_150.0 -> 57,28
165.0_255.0_165.0 -> 57,29
165.0_255.0_180.0 -> 57,30
165.0_255.0_195.0 -> 57,31
165.0_255.0_210.0 -> 57,32
165.0_255.0_225.0 -> 57,33
165.0_255.0_240.0 -> 57,34
165.0_255.0_255.0 -> 57,35
165.0_255.0_270.0 -> 57,36
165.0_255.0_285.0 -> 57,37
165.0_255.0_300.0 -> 57,38
165.0_255.0_315.0 -> 57,39
165.0_255.0_330.0 -> 57,40
165.0_255.0_345.0 -> 57,41
165.0_270.0_0.0 -> 57,42
165.0_270.0_15.0 -> 57,43
165.0_270.0_30.0 -> 57,44
165.0_270.0_45.0 -> 57,45
165.0_270.0_60.0 -> 57,46
165.0_270.0_75.0 -> 57,47
165.0_270.0_90.0 -> 57,48
165.0_270.0_105.0 -> 57,49
165.0_270.0_120.0 -> 57,50
165.0_270.0_135.0 -> 57,51
165.0_270.0_150.0 -> 57,52
165.0_270.0_165.0 -> 57,53
165.0_270.0_180.0 -> 57,54
165.0_270.0_195.0 -> 57,55
165.0_270.0_210.0 -> 57,56
165.0_270.0_225.0 -> 57,57
165.0_270.0_240.0 -> 57,58
165.0_270.0_255.0 -> 57,59
165.0_270.0_270.0 -> 57,60
165.0_270.0_285.0 -> 57,61
165.0_270.0_300.0 -> 57,62
165.0_270.0_315.0 -> 57,63
165.0_270.0_330.0 -> 57,64
165.0_270.0_345.0 -> 57,65
165.0_285.0_0.0 -> 57,66
165.0_285.0_15.0 -> 57,67
165.0_285.0_30.0 -> 57,68
165.0_285.0_45.0 -> 57,69
165.0_285.0_60.0 -> 57,70
165.0_285.0_75.0 -> 57,71
165.0_285.0_90.0 -> 57,72
165.0_285.0_105.0 -> 57,73
165.0_285.0_120.0 -> 57,74
165.0_285.0_135.0 -> 57,75
165.0_285.0_150.0 -> 57,76
165.0_285.0_165.0 -> 57,77
165.0_285.0_180.0 -> 57,78
165.0_285.0_195.0 -> 57,79
165.0_285.0_210.0 -> 57,80
165.0_285.0_225.0 -> 57,81
165.0_285.0_240.0 -> 57,82
165.0_285.0_255.0 -> 57,83
165.0_285.0_270.0 -> 57,84
165.0_285.0_285.0 -> 57,85
165.0_285.0_300.0 -> 57,86
165.0_285.0_315.0 -> 57,87
165.0_285.0_330.0 -> 57,88
165.0_285.0_345.0 -> 57,89
165.0_300.0_0.0 -> 57,90
165.0_300.0_15.0 -> 57,91
165.0_300.0_30.0 -> 57,92
165.0_300.0_45.0 -> 57,93
165.0_300.0_60.0 -> 57,94
165.0_300.0_75.0 -> 57,95
165.0_300.0_90.0 -> 57,96
165.0_300.0_105.0 -> 57,97
165.0_300.0_120.0 -> 57,98
165.0_300.0_135.0 -> 57,99
165.0_300.0_150.0 -> 57,100
165.0_300.0_165.0 -> 57,101
165.0_300.0_180.0 -> 57,102
165.0_300.0_195.0 -> 57,103
165.0_300.0_210.0 -> 57,104
165.0_300.0_225.0 -> 57,105
165.0_300.0_240.0 -> 57,106
165.0_300.0_255.0 -> 57,107
165.0_300.0_270.0 -> 57,108
165.0_300.0_285.0 -> 57,109
165.0_300.0_300.0 -> 57,110
165.0_300.0_315.0 -> 57,111
165.0_300.0_330.0 -> 57,112
165.0_300.0_345.0 -> 57,113
165.0_315.0_0.0 -> 57,114
165.0_315.0_15.0 -> 57,115
165.0_315.0_30.0 -> 57,116
165.0_315.0_45.0 -> 57,117
165.0_315.0_60.0 -> 58,0
165.0_315.0_75.0 -> 58,1
165.0_315.0_90.0 -> 58,2
165.0_315.0_105.0 -> 58,3
165.0_315.0_120.0 -> 58,4
165.0_315.0_135.0 -> 58,5
165.0_315.0_150.0 -> 58,6
165.0_315.0_165.0 -> 58,7
165.0_315.0_180.0 -> 58,8
165.0_315.0_195.0 -> 58,9
165.0_315.0_210.0 -> 58,10
165.0_315.0_225.0 -> 58,11
165.0_315.0_240.0 -> 58,12
165.0_315.0_255.0 -> 58,13
165.0_315.0_270.0 -> 58,14
165.0_315.0_285.0 -> 58,15
165.0_315.0_300.0 -> 58,16
165.0_315.0_315.0 -> 58,17
165.0_315.0_330.0 -> 58,18
165.0_315.0_345.0 -> 58,19
165.0_330.0_0.0 -> 58,20
165.0_330.0_15.0 -> 58,21
165.0_330.0_30.0 -> 58,22
165.0_330.0_45.0 -> 58,23
165.0_330.0_60.0 -> 58,24
165.0_330.0_75.0 -> 58,25
165.0_330.0_90.0 -> 58,26
165.0_330.0_105.0 -> 58,27
165.0_330.0_120.0 -> 58,28
165.0_330.0_135.0 -> 58,29
165.0_330.0_150.0 -> 58,30
165.0_330.0_165.0 -> 58,31
165.0_330.0_180.0 -> 58,32
165.0_330.0_195.0 -> 58,33
165.0_330.0_210.0 -> 58,34
165.0_330.0_225.0 -> 58,35
165.0_330.0_240.0 -> 58,36
165.0_330.0_255.0 -> 58,37
165.0_330.0_270.0 -> 58,38
165.0_330.0_285.0 -> 58,39
165.0_330.0_300.0 -> 58,40
165.0_330.0_315.0 -> 58,41
165.0_330.0_330.0 -> 58,42
165.0_330.0_345.0 -> 58,43
165.0_345.0_0.0 -> 58,44
165.0_345.0_15.0 -> 58,45
165.0_345.0_30.0 -> 58,46
165.0_345.0_45.0 -> 58,47
165.0_345.0_60.0 -> 58,48
165.0_345.0_75.0 -> 58,49
165.0_345.0_90.0 -> 58,50
165.0_345.0_105.0 -> 58,51
165.0_345.0_120.0 -> 58,52
165.0_345.0_135.0 -> 58,53
165.0_345.0_150.0 -> 58,54
165.0_345.0_165.0 -> 58,55
165.0_345.0_180.0 -> 58,56
165.0_345.0_195.0 -> 58,57
165.0_345.0_210.0 -> 58,58
165.0_345.0_225.0 -> 58,59
165.0_345.0_240.0 -> 58,60
165.0_345.0_255.0 -> 58,61
165.0_345.0_270.0 -> 58,62
165.0_345.0_285.0 -> 58,63
165.0_345.0_300.0 -> 58,64
165.0_345.0_315.0 -> 58,65
165.0_345.0_330.0 -> 58,66
165.0_345.0_345.0 -> 58,67
180.0_0.0_0.0 -> 58,68
180.0_0.0_15.0 -> 58,69
180.0_0.0_30.0 -> 58,70
180.0_0.0_45.0 -> 58,71
180.0_0.0_60.0 -> 58,72
180.0_0.0_75.0 -> 58,73
180.0_0.0_90.0 -> 58,74
180.0_0.0_105.0 -> 58,75
180.0_0.0_120.0 -> 58,76
180.0_0.0_135.0 -> 58,77
180.0_0.0_150.0 -> 58,78
180.0_0.0_165.0 -> 58,79
180.0_0.0_180.0 -> 58,80
180.0_0.0_195.0 -> 58,81
180.0_0.0_210.0 -> 58,82
180.0_0.0_225.0 -> 58,83
180.0_0.0_240.0 -> 58,84
180.0_0.0_255.0 -> 58,85
180.0_0.0_270.0 -> 58,86
180.0_0.0_285.0 -> 58,87
180.0_0.0_300.0 -> 58,88
180.0_0.0_315.0 -> 58,89
180.0_0.0_330.0 -> 58,90
180.0_0.0_345.0 -> 58,91
180.0_15.0_0.0 -> 58,92
180.0_15.0_15.0 -> 58,93
180.0_15.0_30.0 -> 58,94
180.0_15.0_45.0 -> 58,95
180.0_15.0_60.0 -> 58,96
180.0_15.0_75.0 -> 58,97
180.0_15.0_90.0 -> 58,98
180.0_15.0_105.0 -> 58,99
180.0_15.0_120.0 -> 58,100
180.0_15.0_135.0 -> 58,101
180.0_15.0_150.0 -> 58,102
180.0_15.0_165.0 -> 58,103
180.0_15.0_180.0 -> 58,104
180.0_15.0_195.0 -> 58,105
180.0_15.0_210.0 -> 58,106
180.0_15.0_225.0 -> 58,107
180.0_15.0_240.0 -> 58,108
180.0_15.0_255.0 -> 58,109
180.0_15.0_270.0 -> 58,110
180.0_15.0_285.0 -> 58,111
180.0_15.0_300.0 -> 58,112
180.0_15.0_315.0 -> 58,113
180.0_15.0_330.0 -> 58,114
180.0_15.0_345.0 -> 58,115
180.0_30.0_0.0 -> 58,116
180.0_30.0_15.0 -> 58,117
180.0_30.0_30.0 -> 59,0
180.0_30.0_45.0 -> 59,1
180.0_30.0_60.0 -> 59,2
180.0_30.0_75.0 -> 59,3
180.0_30.0_90.0 -> 59,4
180.0_30.0_105.0 -> 59,5
180.0_30.0_120.0 -> 59,6
180.0_30.0_135.0 -> 59,7
180.0_30.0_150.0 -> 59,8
180.0_30.0_165.0 -> 59,9
180.0_30.0_180.0 -> 59,10
180.0_30.0_195.0 -> 59,11
180.0_30.0_210.0 -> 59,12
180.0_30.0_225.0 -> 59,13
180.0_30.0_240.0 -> 59,14
180.0_30.0_255.0 -> 59,15
180.0_30.0_270.0 -> 59,16
180.0_30.0_285.0 -> 59,17
180.0_30.0_300.0 -> 59,18
180.0_30.0_315.0 -> 59,19
180.0_30.0_330.0 -> 59,20
180.0_30.0_345.0 -> 59,21
180.0_45.0_0.0 -> 59,22
180.0_45.0_15.0 -> 59,23
180.0_45.0_30.0 -> 59,24
180.0_45.0_45.0 -> 59,25
180.0_45.0_60.0 -> 59,26
180.0_45.0_75.0 -> 59,27
180.0_45.0_90.0 -> 59,28
180.0_45.0_105.0 -> 59,29
180.0_45.0_120.0 -> 59,30
180.0_45.0_135.0 -> 59,31
